Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
348;J1;2;6;3;5;7;0;0;8;0;0;7;0;0;0;0;7;4;0;0;8;3;76
348;J2;1;2;1;2;1;7;8;0;0;0;0;4;0;0;0;2;6;1;1;1;10;144
348;J3;0;6;0;0;0;0;2;5;1;3;3;6;2;7;10;0;0;0;5;1;3;128
348;J4;0;0;3;0;0;0;0;8;6;0;0;8;7;1;9;1;2;0;4;0;3;3
348;J5;4;1;6;0;0;0;0;0;0;0;5;6;8;6;4;6;2;10;2;0;10;87
348;J6;0;2;8;2;0;0;0;0;9;10;1;2;5;8;7;0;2;8;2;0;4;90
348;J7;5;0;0;0;0;5;1;3;1;10;6;1;4;8;0;5;0;0;0;0;8;106
348;J8;2;0;5;2;9;0;0;0;0;0;0;0;0;1;0;2;0;5;2;9;3;138
348;J9;2;9;0;0;8;3;0;0;0;0;4;0;0;0;0;2;9;0;0;8;7;97
348;J10;0;6;0;4;0;1;6;4;1;9;4;0;0;0;0;0;6;0;4;0;7;21

