Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
334;J1;0;0;0;0;4;9;0;0;0;0;9;5;6;9;5;0;5;0;2;4;2;124
334;J2;0;0;4;3;0;0;0;0;0;0;0;10;10;9;7;4;0;0;0;0;3;67
334;J3;0;0;0;0;4;5;2;0;0;0;3;4;2;1;0;5;0;4;6;2;1;72
334;J4;8;7;0;0;0;0;0;0;0;0;10;3;0;5;8;9;6;4;4;10;6;129
334;J5;0;0;0;0;0;0;4;1;10;5;0;1;9;2;7;8;0;5;6;4;7;56
334;J6;1;0;0;0;0;6;6;8;0;0;6;9;2;5;10;1;0;0;0;0;2;86
334;J7;4;3;7;0;0;0;0;0;0;4;0;0;0;0;0;4;3;7;0;0;2;48
334;J8;2;9;0;3;0;1;6;10;2;1;9;0;0;0;0;2;9;0;3;0;10;28
334;J9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;6;2
334;J10;4;7;3;6;3;6;5;0;1;0;0;0;0;0;0;4;7;3;6;3;5;80

