Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
329;J1;0;0;0;3;0;5;4;0;0;0;0;0;9;10;0;6;7;5;0;0;2;94
329;J2;0;0;0;0;5;0;0;0;3;0;10;0;0;0;0;3;1;6;5;0;8;65
329;J3;1;1;7;2;4;0;0;5;3;0;0;0;0;0;8;0;3;0;0;0;3;60
329;J4;2;8;3;1;0;0;0;6;2;0;0;3;6;0;0;2;1;4;0;0;9;97
329;J5;0;0;0;0;0;0;0;0;0;9;2;8;4;9;0;0;0;4;3;0;1;65
329;J6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;38
329;J7;0;3;10;6;7;0;0;0;1;0;0;0;0;0;0;0;3;10;6;7;5;27
329;J8;6;7;2;5;1;8;8;5;10;5;9;9;4;6;5;6;7;2;5;1;8;16
329;J9;1;8;0;4;0;0;0;0;9;0;0;0;5;6;3;1;8;0;4;0;1;45
329;J10;1;7;5;0;0;0;0;0;0;0;3;8;0;0;0;1;7;5;0;0;3;30

