Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
339;J1;9;6;1;8;10;8;0;1;2;7;0;1;2;4;0;10;3;2;2;2;2;70
339;J2;0;4;7;0;10;8;0;2;0;6;6;9;4;0;0;0;5;9;6;7;6;48
339;J3;5;4;1;7;1;2;2;0;4;0;0;4;5;2;10;0;5;3;8;0;8;37
339;J4;0;0;0;3;9;8;0;0;0;0;3;0;0;0;1;9;1;8;2;0;10;52
339;J5;6;9;0;0;3;0;0;4;0;5;5;8;1;1;5;0;2;7;8;0;5;22
339;J6;3;0;4;1;0;2;2;3;4;8;10;6;2;6;6;3;0;4;1;0;8;41
339;J7;1;8;5;8;1;2;5;2;1;8;8;0;0;0;0;1;8;5;8;1;6;139
339;J8;0;0;0;5;8;2;10;9;7;10;8;5;9;1;0;0;0;0;5;8;7;89
339;J9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;4;41
339;J10;3;0;0;0;1;2;8;4;6;7;0;0;0;0;1;3;0;0;0;1;6;31

