Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
326;J1;4;3;0;5;0;7;0;8;0;9;2;0;0;0;0;8;6;1;7;4;9;16
326;J2;0;0;4;0;0;0;6;0;0;0;0;1;0;0;0;0;8;0;0;0;4;24
326;J3;0;0;0;0;0;0;0;0;2;0;4;0;0;5;0;6;4;10;0;4;10;4
326;J4;0;8;1;0;7;3;4;0;0;0;0;4;7;0;0;6;2;9;3;0;7;18
326;J5;2;3;6;5;8;1;1;5;10;9;0;0;8;0;4;0;6;5;0;0;4;6
326;J6;9;2;8;1;0;0;0;0;0;0;4;0;0;0;0;9;2;8;1;0;6;46
326;J7;0;0;0;3;0;3;9;4;3;9;7;2;3;2;0;0;0;0;3;0;5;17
326;J8;0;0;10;7;0;0;0;0;0;0;1;6;0;0;7;0;0;10;7;0;6;38
326;J9;0;6;0;0;0;0;3;4;0;0;0;0;0;0;0;0;6;0;0;0;6;6
326;J10;7;0;8;7;2;0;0;0;0;2;1;0;0;0;0;7;0;8;7;2;8;0
