Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
349;J1;0;0;7;0;10;5;1;8;0;0;0;0;6;8;0;7;8;1;4;10;7;78
349;J2;3;6;0;0;0;0;0;0;7;8;0;8;10;6;0;5;1;0;0;0;6;29
349;J3;0;4;8;0;0;0;3;0;5;2;8;0;0;0;0;8;0;6;5;0;9;140
349;J4;7;8;10;0;0;0;0;6;5;0;2;8;4;9;0;10;8;2;0;1;9;48
349;J5;8;0;7;2;0;9;4;0;0;7;7;10;7;5;4;0;5;4;10;0;4;179
349;J6;5;1;0;0;0;2;2;3;7;9;0;0;0;0;0;5;1;0;0;0;6;61
349;J7;6;2;2;1;0;4;3;8;6;9;4;0;0;0;0;6;2;2;1;0;8;59
349;J8;4;0;3;1;5;0;0;0;0;0;0;4;1;2;0;4;0;3;1;5;8;72
349;J9;0;0;4;0;0;3;2;0;0;0;0;0;0;0;0;0;0;4;0;0;7;3
349;J10;0;0;7;2;0;0;0;0;0;0;4;1;2;3;0;0;0;7;2;0;8;72

