Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
347;J1;0;0;0;0;0;3;2;0;0;0;0;0;9;7;0;0;1;0;0;0;4;26
347;J2;0;4;2;1;0;0;0;0;0;0;3;0;0;0;0;7;2;2;4;0;1;46
347;J3;0;2;0;0;8;3;6;1;4;0;6;5;10;3;7;3;4;6;0;5;1;93
347;J4;0;0;3;0;0;0;8;0;7;0;0;0;0;0;6;2;5;4;0;0;6;28
347;J5;3;9;7;3;10;0;7;8;7;6;10;9;4;8;1;8;9;7;2;0;7;11
347;J6;9;8;5;0;6;2;4;1;5;8;7;0;0;0;0;9;8;5;0;6;9;93
347;J7;7;5;2;0;6;0;0;0;0;0;6;7;7;8;1;7;5;2;0;6;4;170
347;J8;10;7;3;2;4;0;6;2;0;0;0;0;0;0;0;10;7;3;2;4;7;163
347;J9;0;0;0;2;0;0;0;0;0;0;0;4;8;3;9;0;0;0;2;0;1;165
347;J10;0;7;5;0;0;2;7;7;6;2;9;7;0;0;0;0;7;5;0;0;6;52

