Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;PROC;SETUP
187;J1;10;2;10;6;7;8;8;10;2;5;3;81
187;J2;3;1;1;5;10;0;0;0;0;0;9;30
187;J3;0;0;4;6;5;2;8;8;8;6;1;10
187;J4;2;7;10;6;0;0;0;0;0;0;2;49
187;J5;0;0;0;0;0;0;0;2;3;7;4;47
187;J6;10;7;10;0;0;0;0;0;0;0;5;57
187;J7;0;0;0;0;0;0;0;0;0;6;5;94
187;J8;2;7;3;6;10;6;10;9;0;0;1;19
187;J9;0;0;0;0;0;7;4;4;1;7;8;92
187;J10;2;6;6;6;5;7;10;0;0;0;7;18
187;J11;0;4;5;6;4;3;1;10;9;8;2;96
187;J12;8;2;8;1;10;10;0;0;0;0;7;73
187;J13;0;0;0;0;0;0;0;9;10;6;8;23
187;J14;2;7;9;8;8;3;7;0;0;0;10;82
187;J15;7;5;6;10;8;4;4;7;3;9;2;38
187;J16;0;0;0;0;0;0;0;2;5;3;2;85
187;J17;1;8;3;1;5;4;0;0;0;0;8;39
187;J18;9;7;7;2;1;9;4;10;5;7;7;34
187;J19;1;1;6;10;5;7;5;8;3;9;8;72
187;J20;7;1;0;0;0;0;0;0;0;0;4;87

