Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
379;J1;0;0;0;3;0;5;4;0;0;0;0;0;9;10;0;9;6;5;5;5;2;94
379;J2;0;0;0;0;5;0;0;0;3;0;10;0;0;0;0;3;6;0;0;1;8;65
379;J3;1;1;7;2;4;0;0;5;3;0;0;0;0;0;8;5;8;0;0;0;3;60
379;J4;2;8;3;1;0;0;0;6;2;0;0;3;6;0;0;3;1;10;2;8;9;97
379;J5;0;0;0;0;0;0;0;0;0;9;2;8;4;9;0;0;0;0;3;0;1;65
379;J6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;5;0;2;0;3;38
379;J7;0;3;10;6;7;0;0;0;1;0;0;0;0;0;0;3;5;10;4;9;5;27
379;J8;6;7;2;5;1;8;8;5;10;5;9;9;4;6;5;0;0;0;2;0;8;16
379;J9;1;8;0;4;0;0;0;0;9;0;0;0;5;6;3;1;7;10;9;0;1;45
379;J10;1;7;5;0;0;0;0;0;0;0;3;8;0;0;0;2;0;0;3;4;3;30
379;J11;2;6;0;8;0;5;1;6;0;0;4;3;2;9;9;0;0;2;0;0;1;180
379;J12;0;0;8;0;9;0;0;0;0;0;0;2;7;10;0;5;0;0;4;6;7;75
379;J13;0;0;0;0;0;0;0;0;1;4;0;8;7;0;0;2;8;3;4;8;1;70
379;J14;4;0;6;7;0;2;0;1;5;7;1;8;8;9;6;1;4;3;0;0;2;144
379;J15;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;10;6;3;9;6;1;154
379;J16;0;0;0;3;0;5;4;0;0;0;0;0;9;10;0;9;10;8;8;0;2;94
379;J17;0;0;0;0;5;0;0;0;3;0;10;0;0;0;0;0;0;4;2;6;8;65
379;J18;1;1;7;2;4;0;0;5;3;0;0;0;0;0;8;0;0;0;3;2;3;60
379;J19;2;8;3;1;0;0;0;6;2;0;0;3;6;0;0;0;0;10;1;6;9;97
379;J20;0;0;0;0;0;0;0;0;0;9;2;8;4;9;0;0;4;8;0;6;1;65

