Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
396;J1;0;4;0;2;0;0;0;0;6;0;3;2;4;7;8;7;5;8;5;0;7;93
396;J2;4;7;2;5;0;0;3;8;0;0;0;0;7;9;0;0;6;1;10;0;6;110
396;J3;0;0;0;0;7;6;1;0;0;0;0;0;9;0;0;7;3;10;6;6;1;26
396;J4;0;0;0;0;0;0;0;0;0;5;0;8;0;0;10;1;1;4;9;0;9;65
396;J5;4;0;0;2;5;0;0;0;0;0;4;10;0;8;4;0;0;0;0;2;3;111
396;J6;0;2;0;0;0;6;1;3;0;0;0;0;0;0;0;4;5;1;5;2;8;36
396;J7;7;0;3;10;2;8;1;6;5;8;1;6;7;0;0;4;5;0;0;0;1;84
396;J8;0;2;6;0;4;0;0;0;0;6;7;5;8;6;10;0;0;8;0;0;6;84
396;J9;0;5;0;0;0;5;5;5;5;1;8;7;10;0;0;0;0;5;4;0;2;0
396;J10;0;0;3;0;0;3;6;5;9;4;0;0;0;0;0;2;0;0;0;0;1;74
396;J11;0;0;0;0;0;3;2;0;0;0;0;0;9;7;0;0;4;2;0;0;4;26
396;J12;0;4;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;6;5;0;1;46
396;J13;0;2;0;0;8;3;6;1;4;0;6;5;10;3;7;6;8;1;3;0;1;93
396;J14;0;0;3;0;0;0;8;0;7;0;0;0;0;0;6;0;0;0;0;8;6;28
396;J15;3;9;7;3;10;0;7;8;7;6;10;9;4;8;1;1;4;9;10;0;7;11
396;J16;0;4;0;2;0;0;0;0;6;0;3;2;4;7;8;1;10;9;10;1;7;93
396;J17;4;7;2;5;0;0;3;8;0;0;0;0;7;9;0;0;5;4;9;3;6;110
396;J18;0;0;0;0;7;6;1;0;0;0;0;0;9;0;0;10;8;7;0;0;1;26
396;J19;0;0;0;0;0;0;0;0;0;5;0;8;0;0;10;7;4;4;7;8;9;65
396;J20;4;0;0;2;5;0;0;0;0;0;4;10;0;8;4;0;0;7;1;8;3;111

