Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
387;J1;0;4;0;0;1;3;0;0;0;0;0;0;8;7;4;0;0;0;3;5;2;36
387;J2;6;5;3;0;0;0;4;0;0;0;1;8;9;9;6;1;0;0;0;0;5;4
387;J3;5;1;10;0;0;7;8;3;0;9;6;3;0;0;0;0;0;4;5;0;3;43
387;J4;0;0;0;7;0;0;0;0;0;0;0;3;0;2;0;0;0;2;7;5;6;3
387;J5;0;0;0;0;5;2;0;0;4;3;0;0;5;7;10;0;2;5;0;0;10;39
387;J6;4;0;8;7;5;0;5;2;5;4;10;1;2;3;4;4;2;7;5;2;6;12
387;J7;1;7;0;9;0;0;0;0;4;6;1;1;1;0;0;0;0;0;1;0;6;13
387;J8;0;0;0;3;2;0;0;2;0;0;0;0;0;0;0;5;8;1;2;0;9;41
387;J9;0;3;7;0;2;0;0;0;0;4;4;3;3;8;7;0;0;0;6;3;10;5
387;J10;4;3;10;3;10;4;3;0;0;0;0;0;0;0;0;6;4;0;5;2;6;32
387;J11;0;8;0;3;0;7;5;0;0;2;8;0;0;0;0;0;0;4;6;0;8;7
387;J12;6;4;0;0;0;0;0;7;9;1;6;8;1;0;0;0;10;0;0;0;9;91
387;J13;0;0;9;0;5;7;0;0;0;0;3;9;4;0;1;7;1;8;0;4;4;46
387;J14;6;4;1;7;2;0;8;3;0;5;0;4;3;0;0;6;5;1;7;10;3;37
387;J15;0;0;0;7;0;5;4;0;0;0;0;0;6;4;7;4;10;5;7;2;3;49
387;J16;0;4;0;0;1;3;0;0;0;0;0;0;8;7;4;0;2;0;3;0;2;36
387;J17;6;5;3;0;0;0;4;0;0;0;1;8;9;9;6;0;3;4;0;0;5;4
387;J18;5;1;10;0;0;7;8;3;0;9;6;3;0;0;0;0;0;10;6;8;3;43
387;J19;0;0;0;7;0;0;0;0;0;0;0;3;0;2;0;0;8;9;0;0;6;3
387;J20;0;0;0;0;5;2;0;0;4;3;0;0;5;7;10;5;4;0;0;0;10;39

