Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
354;J1;0;0;0;3;0;5;4;0;0;0;0;0;9;10;0;1;4;3;0;0;2;94
354;J2;0;0;0;0;5;0;0;0;3;0;10;0;0;0;0;1;0;0;0;3;8;65
354;J3;1;1;7;2;4;0;0;5;3;0;0;0;0;0;8;3;1;7;3;8;3;60
354;J4;2;8;3;1;0;0;0;6;2;0;0;3;6;0;0;2;0;0;3;0;9;97
354;J5;0;0;0;0;0;0;0;0;0;9;2;8;4;9;0;0;9;8;5;1;1;65
354;J6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;6;4;2;3;3;38
354;J7;0;3;10;6;7;0;0;0;1;0;0;0;0;0;0;0;6;3;4;0;5;27
354;J8;6;7;2;5;1;8;8;5;10;5;9;9;4;6;5;8;4;1;6;0;8;16
354;J9;1;8;0;4;0;0;0;0;9;0;0;0;5;6;3;0;0;2;0;0;1;45
354;J10;1;7;5;0;0;0;0;0;0;0;3;8;0;0;0;4;2;3;9;5;3;30
354;J11;2;6;0;8;0;5;1;6;0;0;4;3;2;9;9;0;0;2;5;0;1;180
354;J12;0;0;8;0;9;0;0;0;0;0;0;2;7;10;0;5;7;0;6;4;7;75
354;J13;0;0;0;0;0;0;0;0;1;4;0;8;7;0;0;0;2;4;3;0;1;70
354;J14;4;0;6;7;0;2;0;1;5;7;1;8;8;9;6;0;8;2;0;0;2;144
354;J15;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;9;0;1;154

