Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
361;J1;5;4;0;0;0;0;0;0;0;0;9;3;10;8;2;9;3;3;6;2;1;3
361;J2;7;9;0;0;0;5;3;10;2;4;5;6;5;2;6;1;0;0;0;0;6;33
361;J3;0;4;0;8;3;0;6;0;0;0;0;5;9;7;0;2;0;0;3;4;6;39
361;J4;0;0;7;3;0;0;0;0;0;0;0;0;0;0;6;0;3;0;8;5;6;3
361;J5;1;10;3;3;4;6;0;0;8;4;0;0;1;5;4;6;9;10;9;1;1;23
361;J6;5;2;9;0;0;0;0;1;9;4;2;5;0;6;0;6;2;5;0;9;7;37
361;J7;0;0;0;2;0;2;6;0;0;9;10;0;5;0;0;10;4;4;4;6;8;36
361;J8;10;8;1;0;4;2;9;1;6;7;0;0;0;0;2;1;5;10;1;0;3;38
361;J9;5;1;6;1;0;6;0;5;3;0;0;0;0;0;0;0;0;0;5;9;10;79
361;J10;8;4;8;10;5;0;0;0;0;2;0;5;9;1;8;2;3;0;6;5;4;120
361;J11;3;8;0;0;5;9;2;0;0;4;8;4;10;1;4;7;2;5;2;2;10;8
361;J12;7;1;3;5;6;0;0;10;8;0;8;8;10;10;8;0;3;0;0;0;1;29
361;J13;0;0;5;4;0;0;0;0;0;0;0;0;8;5;10;2;3;9;4;1;7;32
361;J14;0;0;0;6;3;8;0;7;0;0;10;1;0;0;0;1;7;1;3;2;8;42
361;J15;9;7;2;3;0;0;0;0;8;4;0;1;10;4;6;2;1;10;5;9;9;6

