Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
359;J1;0;0;6;0;9;4;0;0;5;3;0;0;9;0;0;10;9;4;8;0;2;31
359;J2;0;0;0;1;8;4;5;0;0;0;0;4;8;0;0;0;0;6;5;9;9;12
359;J3;2;1;3;9;1;6;0;5;0;0;3;7;0;8;0;7;4;0;6;0;6;37
359;J4;3;5;9;4;6;1;3;8;10;0;0;0;0;0;2;4;0;5;0;0;5;199
359;J5;5;2;9;6;7;10;0;5;0;8;0;0;0;0;7;3;6;0;8;4;3;129
359;J6;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;2;4;8;3;8;7;38
359;J7;0;0;0;0;2;0;0;0;5;2;5;6;4;4;3;6;5;3;6;6;9;43
359;J8;2;0;4;0;0;0;0;5;10;8;9;3;1;5;9;2;9;0;1;8;10;7
359;J9;0;3;0;2;0;10;4;7;0;0;0;0;0;0;0;3;0;6;0;0;3;21
359;J10;5;7;0;1;8;0;0;0;0;5;2;4;0;0;0;0;0;0;0;1;8;5
359;J11;0;0;0;0;4;9;0;0;0;0;9;5;6;9;5;5;10;9;4;4;2;124
359;J12;0;0;4;3;0;0;0;0;0;0;0;10;10;9;7;1;0;0;0;0;3;67
359;J13;0;0;0;0;4;5;2;0;0;0;3;4;2;1;0;0;3;0;0;0;1;72
359;J14;8;7;0;0;0;0;0;0;0;0;10;3;0;5;8;0;0;2;0;4;6;129
359;J15;0;0;0;0;0;0;4;1;10;5;0;1;9;2;7;0;0;0;4;0;7;56

