369;J1;0;0;0;4;0;1;0;0;0;0;10;7;0;0;0;0;5;3;7;3;8;128
369;J2;8;9;6;10;6;5;0;6;8;0;0;0;6;8;10;2;0;0;0;0;9;34
369;J3;6;5;4;0;0;0;4;5;3;8;0;0;9;0;0;0;5;0;2;0;10;178
369;J4;0;0;0;9;6;0;2;9;1;3;0;0;0;5;9;6;2;3;8;3;1;136
369;J5;0;7;8;0;0;0;0;3;5;6;0;0;6;0;0;0;5;9;2;7;8;12
369;J6;0;0;0;3;2;10;9;9;3;9;9;0;0;0;0;0;5;3;0;6;4;44
369;J7;5;5;8;2;3;0;0;9;5;6;3;6;0;0;0;4;0;0;0;3;10;26
369;J8;0;2;8;0;7;3;5;4;3;2;4;8;6;2;0;1;0;0;0;0;7;186
369;J9;4;6;1;8;7;5;1;4;7;1;0;0;6;0;2;6;1;1;3;8;5;155
369;J10;0;0;2;0;0;0;3;4;2;2;9;4;1;5;1;0;0;9;6;10;7;154
369;J11;0;0;1;4;0;0;0;0;0;0;0;0;0;5;10;9;6;0;0;4;9;53
369;J12;0;0;0;0;1;3;0;0;0;0;7;3;10;9;5;9;2;7;0;0;8;38
369;J13;4;3;7;8;1;10;1;3;6;0;4;3;6;10;0;0;3;6;0;0;8;47
369;J14;1;0;4;0;3;8;2;0;3;7;10;0;0;0;0;0;0;0;6;0;7;47
369;J15;0;4;0;0;0;1;0;0;3;2;9;0;8;10;0;7;0;6;2;0;3;54

