Exp;Job;O1;02;03;04;05;O6;07;08;09;010;O11;012;013;014;015;O16;017;018;019;020;PROC;SETUP
368;J1;10;6;6;6;0;2;5;6;8;1;5;0;0;0;0;0;0;2;0;0;3;48
368;J2;0;0;0;4;8;0;0;0;0;0;0;0;9;4;0;7;5;4;3;0;6;27
368;J3;0;0;0;0;3;2;0;0;0;0;0;5;4;9;0;7;8;9;7;4;7;47
368;J4;3;7;8;10;6;0;0;0;0;0;7;0;0;0;4;3;0;0;0;0;1;3
368;J5;0;0;0;0;1;2;3;0;0;5;9;7;6;5;8;4;0;0;1;0;1;24
368;J6;1;3;2;4;5;2;6;10;1;4;0;0;0;0;0;0;7;4;0;3;10;46
368;J7;7;8;5;0;1;0;0;0;0;0;0;4;3;0;0;0;0;0;2;0;3;4
368;J8;2;0;4;1;5;0;0;0;5;4;0;0;0;0;0;7;3;8;8;2;4;45
368;J9;6;0;0;0;0;2;0;0;1;8;10;8;10;8;9;0;4;0;0;0;4;49
368;J10;4;0;7;1;5;0;0;0;0;0;0;0;5;4;3;5;1;0;0;6;6;1
368;J11;0;0;0;4;0;1;0;0;0;0;10;7;0;0;0;8;5;10;2;0;8;128
368;J12;8;9;6;10;6;5;0;6;8;0;0;0;6;8;10;0;1;4;0;2;9;34
368;J13;6;5;4;0;0;0;4;5;3;8;0;0;9;0;0;0;5;8;0;1;10;178
368;J14;0;0;0;9;6;0;2;9;1;3;0;0;0;5;9;2;1;5;8;0;1;136
368;J15;0;7;8;0;0;0;0;3;5;6;0;0;6;0;0;0;2;0;3;0;8;12

