Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
357;J1;9;10;1;6;7;2;0;0;0;0;9;3;1;6;3;4;2;0;0;0;4;41
357;J2;0;0;0;0;0;0;0;0;5;7;0;0;0;5;0;0;0;0;0;5;6;48
357;J3;0;0;0;9;0;0;0;0;0;0;0;0;3;8;7;0;0;5;2;4;4;5
357;J4;0;0;0;0;0;1;7;0;0;0;0;6;5;0;0;7;0;0;0;0;6;40
357;J5;0;0;0;3;4;2;5;7;1;6;0;0;0;5;4;0;0;0;1;3;8;47
357;J6;3;0;0;0;1;0;9;0;0;0;0;0;0;0;0;5;0;0;0;0;4;30
357;J7;0;0;0;3;6;3;6;9;8;7;1;0;0;0;0;0;0;1;0;0;6;6
357;J8;0;0;5;0;0;0;0;0;0;0;0;0;0;3;7;0;5;6;7;4;7;46
357;J9;8;7;2;0;0;0;0;0;0;4;3;0;0;0;0;8;6;9;4;4;4;4
357;J10;10;7;5;4;8;7;8;8;7;3;8;5;2;1;1;8;8;1;4;8;1;30
357;J11;0;0;0;8;2;1;0;0;0;0;1;5;0;4;8;4;3;7;0;2;9;35
357;J12;7;2;7;5;7;9;4;5;5;3;5;5;4;10;4;10;5;3;4;0;6;49
357;J13;2;6;0;1;5;0;0;0;0;0;0;5;6;9;0;0;7;0;2;4;7;7
357;J14;2;1;8;6;9;0;6;9;7;2;7;6;0;0;0;0;5;6;4;7;6;18
357;J15;0;0;0;5;2;6;10;0;0;0;0;0;10;8;5;0;0;1;0;0;3;0

