Exp;Job;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O19;O20;PROC;SETUP
360;J1;0;0;0;0;4;9;0;0;0;0;9;5;6;9;5;6;0;0;3;5;2;124
360;J2;0;0;4;3;0;0;0;0;0;0;0;10;10;9;7;6;7;7;8;5;3;67
360;J3;0;0;0;0;4;5;2;0;0;0;3;4;2;1;0;1;9;9;5;5;1;72
360;J4;8;7;0;0;0;0;0;0;0;0;10;3;0;5;8;0;8;1;6;3;6;129
360;J5;0;0;0;0;0;0;4;1;10;5;0;1;9;2;7;4;0;5;6;1;7;56
360;J6;1;0;0;0;0;6;6;8;0;0;6;9;2;5;10;0;7;0;0;0;2;86
360;J7;4;3;7;0;0;0;0;0;0;4;0;0;0;0;0;7;6;1;9;0;2;48
360;J8;2;9;0;3;0;1;6;10;2;1;9;0;0;0;0;0;1;6;3;10;10;28
360;J9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;6;9;5;8;6;6;2
360;J10;4;7;3;6;3;6;5;0;1;0;0;0;0;0;0;1;0;2;0;0;5;80
360;J11;5;4;0;0;0;0;0;0;0;0;9;3;10;8;2;1;10;7;9;0;1;3
360;J12;7;9;0;0;0;5;3;10;2;4;5;6;5;2;6;2;6;9;9;6;6;33
360;J13;0;4;0;8;3;0;6;0;0;0;0;5;9;7;0;1;5;0;7;6;6;39
360;J14;0;0;7;3;0;0;0;0;0;0;0;0;0;0;6;9;2;2;8;10;6;3
360;J15;1;10;3;3;4;6;0;0;8;4;0;0;1;5;4;0;0;0;0;2;1;23

